50_short_circuit	1	0.003521864	0.0023423250000000001	1.5035761476310929	4.8196218560005946	18.311439952000001	73658368	101195776	1866	1862
50_short_circuit	2	0.0023868269999999998	0.0035193640000000001	0.67819839039099106	4.6752906960009568	18.434521675999349	72904704	92307456	1866	1862
50_short_circuit	3	0.003637618	0.0023233250000000002	1.5656948554334842	4.73798847100079	18.529836503999832	72577024	93949952	1866	1862
50_short_circuit	4	0.0036143659999999999	0.0023120749999999998	1.563256382254036	4.8083032409995212	18.543597698000667	72630272	100630528	1866	1862
50_short_circuit	5	0.0035261139999999999	0.003543615	0.995061258065563	4.6702255319996766	18.194678932000897	72794112	94461952	1866	1862
65_color	1	0.167160695	0.16580115000000001	1.0081998526548217	13.211717492000389	68.056703230000494	81575936	146767872	2876	2876
65_color	2	0.16793221999999999	0.168921501	0.99414354600128729	13.4545279390004	69.114222171001529	83918848	150274048	2876	2876
65_color	3	0.18810062599999999	0.18667483000000001	1.007637858837209	13.174255560999882	69.598731701000361	82280448	140357632	2876	2876
65_color	4	0.19172099400000001	0.16798147099999999	1.1413222711926365	13.213911851999001	68.548249989000396	84979712	148115456	2876	2876
65_color	5	0.17719302000000001	0.17860931699999999	0.99207041926037942	13.334847291000187	70.205913474999761	82223104	139411456	2876	2876
71_full_conn	1	0.0035881160000000001	0.0035916170000000001	0.99902523014007338	25.170406502998958	207.94617417000154	102572032	265723904	6020	6020
71_full_conn	2	0.0034578629999999998	0.0022673239999999998	1.5250855193170452	24.81727500299894	221.76724379599909	108572672	279269376	6020	6020
71_full_conn	3	0.0034591119999999999	0.0034743629999999998	0.99561041837021635	25.012688365999566	205.34727072999885	109461504	262037504	6020	6020
71_full_conn	4	0.0034563620000000001	0.0035391149999999998	0.97661760072786563	24.699859955999273	218.19287183599954	108523520	262217728	6020	6020
71_full_conn	5	0.00341611	0.003416611	0.999853363464556	24.709730526001294	223.97618244899968	108756992	282075136	6020	6020
75_max_flow	1	0.0024803300000000002	0.003508864	0.70687550158683843	12.227868399000727	49.431167180999182	87494656	145301504	2780	2780
75_max_flow	2	0.00340961	0.0034628620000000001	0.9846219687645652	12.01658080299967	49.717477705999045	87416832	143908864	2780	2780
75_max_flow	3	0.0034168610000000002	0.0033876100000000001	1.0086347011609955	12.453925472000265	48.034070919000442	87691264	143769600	2780	2780
75_max_flow	4	0.0033851100000000002	0.003520114	0.96164783299631784	12.093666300999757	48.515621020000253	88158208	139579392	2780	2780
75_max_flow	5	0.0038091230000000002	0.0034423610000000001	1.1065437355350005	12.195543851999901	48.346044775998962	88506368	141942784	2780	2780
85_long_code	1	0.0023438259999999998	0.0021953210000000001	1.0676461437757849	21.813855957001579	118.3573512669991	98074624	228904960	3528	3528
85_long_code	2	0.0034358610000000001	0.0023493260000000001	1.4624879646332607	22.439640129998224	123.46070984900143	105824256	241455104	3528	3528
85_long_code	3	0.002264823	0.0034863630000000001	0.64962340410335928	22.158994780000285	121.52530859199942	98508800	235868160	3528	3528
85_long_code	4	0.0022728240000000001	0.0024430789999999999	0.93031129979832838	21.623364162000144	123.58752046200061	98426880	238161920	3528	3528
85_long_code	5	0.0023895769999999999	0.0022863240000000002	1.0451611407657007	21.606994130001112	121.92588258099931	98484224	232038400	3528	3528
87_many_params	1	0.0034833630000000002	0.003440111	1.0125728501202433	25.331261643999824	224.92557871000099	109154304	234680320	6544	6540
87_many_params	2	0.0034316120000000001	0.0022713239999999999	1.5108421343674439	26.611283899999762	254.27200568399894	111562752	233078784	6544	6540
87_many_params	3	0.0034646130000000001	0.003451113	1.0039117815035323	26.032071324998469	248.33420102499986	108605440	232411136	6544	6540
87_many_params	4	0.0034256120000000002	0.0034496119999999999	0.99304269581622517	26.46388895400014	250.52149559899954	109502464	231747584	6544	6540
87_many_params	5	0.0035196149999999998	0.0034331119999999999	1.0251966728728921	26.524123175999193	245.0779424730008	110411776	233005056	6544	6540
